THERMO
   300.000  1000.000  5000.000
C12H24             2/73 C  12H  24          G  0100.00   5000.00               1
 0.10324288E+02 0.03073570E+00 0.10863354E-05-0.09971948E-07 0.02945979E-10    2
 0.03039490E+06-0.13164016E+02-0.03539248E+01 0.06369772E+00 0.13597417E-04    3
-0.12861423E-06 0.09572181E-09 0.03236903E+06 0.03865086E+03                   4
ASGAME             62987AS  1GA  1C   1H   3G  0300.00   1500.00  0600.00      1
 0.07322183E+02 0.06995478E-01 0.10693509E-06-0.01995283E-07 0.06040446E-11    2
 0.03949448E+06-0.07416680E+01 0.04877266E+02 0.14825589E-01 0.16521240E-05    3
-0.02712058E-06 0.02080195E-09 0.03994071E+06 0.11076703E+02                   4
ASGAME2            62987AS  1GA  1C   2H   6G  0300.00   1500.00  0600.00      1
 0.09352436E+02 0.15048197E-01 0.05157975E-05-0.04553518E-07 0.13487630E-11    2
 0.03735855E+06-0.12181144E+02 0.04382076E+02 0.03056344E+00 0.05477067E-04    3
-0.05834108E-06 0.04373509E-09 0.03827434E+06 0.11911109E+02                   4
ASGAMEH            62987AS  1GA  1C   1H   4G  0300.00   1500.00  0600.00      1
 0.07842794E+02 0.09682097E-01 0.10603061E-06-0.02991402E-07 0.09382673E-11    2
 0.04435297E+06-0.05093455E+02 0.03585119E+02 0.02336317E+00 0.02873356E-04    3
-0.04737894E-06 0.03674461E-09 0.04512702E+06 0.15471604E+02                   4
ASH                62987AS  1H   1          G  0300.00   1500.00  0600.00      1
 0.03219848E+02 0.10012498E-02-0.04874997E-08-0.11076533E-09-0.09254321E-13    2
 0.03008175E+06 0.06647311E+02 0.03865843E+02-0.11575710E-02-0.03494371E-05    3
 0.07079686E-07-0.06014027E-10 0.02996829E+06 0.03549869E+02                   4
ASH2               62987AS  1H   2          G  0300.00   1500.00  0600.00      1
 0.03428307E+02 0.03181140E-01 0.14604843E-06-0.07937145E-08 0.01694413E-11    2
 0.02010282E+06 0.02904703E+02 0.03778945E+02 0.01759233E-01 0.08070806E-05    3
 0.02358763E-07-0.03043521E-10 0.02004861E+06 0.12729740E+01                   4
ASH3               62987AS  1H   3          G  0300.00   1500.00  0600.00      1
 0.04172022E+02 0.04371322E-01 0.02177574E-05-0.11832641E-08 0.04536373E-11    2
 0.06882915E+05 0.02803476E+02 0.09446356E+01 0.15084686E-01 0.12016960E-05    3
-0.03397465E-06 0.02767656E-09 0.07459168E+05 0.01832267E+03                   4
ASME               62987AS  1C   1H   3     G  0300.00   1500.00  0600.00      1
 0.04657260E+02 0.06976297E-01 0.02147556E-05-0.02101159E-07 0.06082149E-11    2
 0.02806422E+06 0.03409834E+02 0.02625270E+02 0.13252423E-01 0.02441628E-04    3
-0.02419566E-06 0.01786943E-09 0.02844080E+06 0.13273359E+02                   4
ASME2              62987AS  1C   2H   6     G  0300.00   1500.00  0600.00      1
 0.05981395E+02 0.15212837E-01 0.06993355E-05-0.04721619E-07 0.13699115E-11    2
 0.14679847E+05 0.11927411E+01 0.13903998E+01 0.02923331E+00 0.06598870E-04    3
-0.05620559E-06 0.04130367E-09 0.15533022E+05 0.02349980E+03                   4
ASME3              62987AS  1C   3H   9     G  0300.00   1500.00  0600.00      1
 0.06347764E+02 0.02466454E+00 0.11546286E-05-0.07877435E-07 0.02202225E-10    2
-0.16173225E+04-0.06316786E+01 0.02667388E+01 0.04253171E+00 0.11651064E-04    3
-0.07914706E-06 0.05603126E-09-0.04685539E+04 0.02904590E+03                   4
C                 121086C   1               G  0300.00   5000.00  1000.00      1
 0.02602087E+02-0.01787081E-02 0.09087041E-06-0.11499333E-10 0.03310844E-14    2
 0.08542154E+06 0.04195177E+02 0.02498584E+02 0.08085776E-03-0.02697697E-05    3
 0.03040729E-08-0.11066518E-12 0.08545878E+06 0.04753459E+02                   4
C(S)              121286C   1               S  0273.00   5000.00  1000.00      1
 0.14901664E+01 0.16621256E-02-0.06687204E-05 0.12908796E-09-0.09205334E-13    2
-0.07074018E+04-0.08717785E+02-0.06705661E+01 0.07181499E-01-0.05632921E-04    3
 0.02142298E-07-0.04168562E-11-0.07339498E+03 0.02601595E+02                   4
C+                120186C   1E  -1          G  0300.00   5000.00  1000.00      1
 0.02511827E+02-0.01735978E-03 0.09504267E-07-0.02218851E-10 0.01862189E-14    2
 0.02166772E+07 0.04286130E+02 0.02595384E+02-0.04068664E-02 0.06892366E-05    3
-0.05266488E-08 0.15083378E-12 0.02166628E+07 0.03895729E+02                   4
C-                121686C   1E   1          G  0300.00   5000.00  1000.00      1
 0.02990221E+02-0.09184596E-02 0.05055560E-05-0.07703410E-09 0.03163271E-13    2
 0.06983931E+06 0.12594533E+01 0.02783902E+02-0.01774287E-01 0.03696760E-04    3
-0.03066693E-07 0.08637622E-11 0.06998511E+06 0.02726281E+02                   4
C2                121286C   2               G  0300.00   5000.00  1000.00      1
 0.04135978E+02 0.06531618E-03 0.01837099E-05-0.05295085E-09 0.04712137E-13    2
 0.09967272E+06 0.07472923E+01 0.06996045E+02-0.07400601E-01 0.03234703E-04    3
 0.04802535E-07-0.03295917E-10 0.09897487E+06-0.13862268E+02                   4
C2-               121286C   2E   1          G  0300.00   5000.00  1000.00      1
 0.03796891E+02 0.02530049E-02 0.09709118E-06-0.16148038E-10-0.03212893E-15    2
 0.05207981E+06 0.16581468E+01 0.03468011E+02-0.02352874E-02 0.12439123E-05    3
 0.04705960E-08-0.08164274E-11 0.05231215E+06 0.03886699E+02                   4
C2CL3              40992C   2CL  3          G  0300.00   4000.00  1500.00      1
 0.11838528E+02 0.09460851E-02-0.02920870E-05 0.03847024E-09-0.15395600E-14    2
 0.02313143E+06-0.02891445E+03 0.04808646E+02 0.02212948E+00-0.02548847E-03    3
 0.13720830E-07-0.02812662E-10 0.02514352E+06 0.07232629E+02                   4
C2CL5              40992C   2CL  5          G  0300.00   4000.00  1500.00      1
 0.01775106E+03 0.09220800E-02-0.04852693E-05 0.11903730E-09-0.11004461E-13    2
-0.02402768E+05-0.05545676E+03 0.06414345E+02 0.03867367E+00-0.04857935E-03    3
 0.02734513E-06-0.05732890E-10 0.04697039E+04 0.15420356E+01                   4
C2CL6              40992C   2CL  6          G  0300.00   4000.00  1500.00      1
 0.02021422E+03 0.01757647E-01-0.05881040E-05 0.08029739E-09-0.03958238E-13    2
-0.02340156E+06-0.07096010E+03 0.07492710E+02 0.04318467E+00-0.05275047E-03    3
 0.02947143E-06-0.06176554E-10-0.02006554E+06-0.06635582E+02                   4
C2F6               82489C   2F   6          G  0300.00   5000.00  1000.00      1
 0.16020573E+02 0.06273007E-01-0.02797778E-04 0.05517547E-08-0.04004651E-12    2
-0.16756543E+06-0.05519459E+03 0.03577448E+02 0.03913670E+00-0.02714862E-03    3
 0.04348459E-08 0.04007135E-10-0.16421741E+06 0.09098384E+02                   4
C2H                20387C   2H   1          G  0300.00   5000.00  1000.00      1
 0.04427688E+02 0.02216268E-01-0.06048952E-05 0.09882517E-09-0.07351179E-13    2
 0.06590415E+06-0.11994418E+01 0.03050667E+02 0.06051674E-01-0.04956634E-04    3
 0.02804159E-07-0.08193332E-11 0.06630011E+06 0.05954361E+02                   4
C2H2              121386C   2H   2          G  0300.00   5000.00  1000.00      1
 0.04436770E+02 0.05376039E-01-0.01912816E-04 0.03286379E-08-0.02156709E-12    2
 0.02566766E+06-0.02800338E+02 0.02013562E+02 0.15190446E-01-0.16163189E-04    3
 0.09078992E-07-0.01912746E-10 0.02612444E+06 0.08805378E+02                   4
C2H3               12787C   2H   3          G  0300.00   5000.00  1000.00      1
 0.05933468E+02 0.04017745E-01-0.03966739E-05-0.14412666E-09 0.02378643E-12    2
 0.03185434E+06-0.08530313E+02 0.02459276E+02 0.07371476E-01 0.02109872E-04    3
-0.13216421E-08-0.11847838E-11 0.03335225E+06 0.11556202E+02                   4
C2H4              121286C   2H   4          G  0300.00   5000.00  1000.00      1
 0.03528418E+02 0.11485185E-01-0.04418385E-04 0.07844600E-08-0.05266848E-12    2
 0.04428288E+05 0.02230389E+02-0.08614880E+01 0.02796162E+00-0.03388677E-03    3
 0.02785152E-06-0.09737879E-10 0.05573046E+05 0.02421148E+03                   4
C2H5               12387C   2H   5          G  0300.00   5000.00  1000.00      1
 0.07190480E+02 0.06484077E-01-0.06428064E-05-0.02347879E-08 0.03880877E-12    2
 0.10674549E+05-0.14780892E+02 0.02690701E+02 0.08719133E-01 0.04419838E-04    3
 0.09338703E-08-0.03927773E-10 0.12870404E+05 0.12138195E+02                   4
C2H6              121686C   2H   6          G  0300.00   4000.00  1000.00      1
 0.04825938E+02 0.13840429E-01-0.04557258E-04 0.06724967E-08-0.03598161E-12    2
-0.12717793E+05-0.05239506E+02 0.14625388E+01 0.15494667E-01 0.05780507E-04    3
-0.12578319E-07 0.04586267E-10-0.11239176E+05 0.14432295E+02                   4
C2HCL             112989C   2H   1CL  1     G  0300.00   5000.00  1000.00      1
 0.06295372E+02 0.03883113E-01-0.15060494E-05 0.02700003E-08-0.01830213E-12    2
 0.02357278E+06-0.08137063E+02 0.03618443E+02 0.13319791E-01-0.13218222E-04    3
 0.06092023E-07-0.08879026E-11 0.02415385E+06 0.05050645E+02                   4
C2HCL5             40992H   1C   2CL  5     G  0300.00   4000.00  1500.00      1
 0.01897801E+03 0.02244274E-01-0.05864788E-05 0.02733949E-09 0.04934134E-13    2
-0.02494886E+06-0.06578714E+03 0.05356044E+02 0.04176390E+00-0.04710787E-03    3
 0.02550758E-06-0.05324478E-10-0.02079329E+06 0.04970258E+02                   4
C2N               121286C   2N   1          G  0300.00   5000.00  1000.00      1
 0.06151561E+02 0.15116498E-02-0.06629362E-05 0.12861485E-09-0.09160830E-13    2
 0.06484318E+06-0.08177850E+02 0.03498544E+02 0.08554433E-01-0.06288697E-04    3
 0.08638478E-08 0.04915996E-11 0.06556611E+06 0.05548374E+02                   4
C2N2              121286C   2N   2          G  0300.00   5000.00  1000.00      1
 0.06548002E+02 0.03984707E-01-0.16342164E-05 0.03038596E-08-0.02111069E-12    2
 0.03490716E+06-0.09735790E+02 0.04265459E+02 0.11922569E-01-0.13420142E-04    3
 0.09192297E-07-0.02778941E-10 0.03547887E+06 0.01713212E+02                   4
C2O               121286C   2O   1          G  0300.00   5000.00  1000.00      1
 0.04849809E+02 0.02947585E-01-0.10907286E-05 0.01792562E-08-0.11157585E-13    2
 0.03282055E+06-0.06453225E+01 0.03368850E+02 0.08241803E-01-0.08765145E-04    3
 0.05569262E-07-0.15400086E-11 0.03317081E+06 0.06713314E+02                   4
C3                121286C   3               G  0300.00   5000.00  1000.00      1
 0.03803709E+02 0.02253566E-01-0.07704534E-05 0.13162939E-09-0.08694264E-13    2
 0.09736135E+06 0.06128062E+02 0.04345527E+02 0.12644661E-02-0.04652557E-04    3
 0.08695855E-07-0.04243535E-10 0.09731403E+06 0.03519437E+02                   4
C3H2              121686C   3H   2          G  0300.00   5000.00  1000.00      1
 0.06530853E+02 0.05870316E-01-0.01720776E-04 0.02127498E-08-0.08291910E-13    2
 0.05115213E+06-0.11227278E+02 0.02691077E+02 0.14803664E-01-0.03250551E-04    3
-0.08644363E-07 0.05284877E-10 0.05219072E+06 0.08757391E+02                   4
C3H3              101697C   3H   3          G  0200.00   6000.00  1000.00      1
 6.64175821E+00 8.08587428E-03-2.84787887E-06 4.53525977E-10-2.68879815E-14    2
 3.89793699E+04-1.04004255E+01 1.82840766E+00 2.37839036E-02-2.19228176E-05    3
 1.00067444E-08-1.28984644E-12 4.01863058E+04 1.38447957E+01                   4
C3H4               40687C   3H   4          G  0300.00   5000.00  1000.00      1
 0.05729144E+02 0.12368045E-01-0.04805626E-04 0.08601364E-08-0.05812802E-12    2
 0.02012984E+06-0.09448668E+02-0.02131968E+01 0.03358713E+00-0.03804870E-03    3
 0.02745838E-06-0.08690044E-10 0.02162048E+06 0.02029392E+03                   4
C3H4C             121686C   3H   4          G  0300.00   5000.00  1000.00      1
 0.06699993E+02 0.10357372E-01-0.03455116E-04 0.05065295E-08-0.02668227E-12    2
 0.03019905E+06-0.13391933E+02-0.02462104E+00 0.02319721E+00-0.01847435E-04    3
-0.15927594E-07 0.08684615E-10 0.03233413E+06 0.02271659E+03                   4
C3H4P              40687C   3H   4          G  0300.00   5000.00  1000.00      1
 0.05511034E+02 0.12469562E-01-0.04814164E-04 0.08573770E-08-0.05771561E-12    2
 0.01961967E+06-0.10794748E+02 0.06271447E+01 0.03116179E+00-0.03747663E-03    3
 0.02964117E-06-0.09987381E-10 0.02083492E+06 0.13468796E+02                   4
C3H6              120186C   3H   6          G  0300.00   5000.00  1000.00      1
 0.06732257E+02 0.14908336E-01-0.04949899E-04 0.07212022E-08-0.03766204E-12    2
-0.09235703E+04-0.13313348E+02 0.14933071E+01 0.02092517E+00 0.04486794E-04    3
-0.16689121E-07 0.07158146E-10 0.10748264E+04 0.16145340E+02                   4
C3H7              L 9/84C   3H   7          G   300.000  5000.000  1000.000    1
 0.77026987E+01 0.16044203E-01-0.52833220E-05 0.76298590E-09-0.39392284E-13    2
 0.82984336E+04-0.15480180E+02 0.10515518E+01 0.25991980E-01 0.23800540E-05    3
-0.19609569E-07 0.93732470E-11 0.10631863E+05 0.21122559E+02                   4
C3H8              120186C   3H   8          G  0300.00   5000.00  1000.00      1
 0.07525217E+02 0.01889034E+00-0.06283924E-04 0.09179373E-08-0.04812410E-12    2
-0.16464548E+05-0.01784390E+03 0.08969208E+01 0.02668986E+00 0.05431425E-04    3
-0.02126000E-06 0.09243330E-10-0.13954918E+05 0.01935533E+03                   4
C3O2              121286C   3O   2          G  0300.00   5000.00  1000.00      1
 0.08098897E+02 0.05560039E-01-0.02312264E-04 0.04340709E-08-0.03036387E-12    2
-0.14214353E+05-0.15219745E+02 0.04018127E+02 0.01836660E+00-0.01907148E-03    3
 0.11855871E-07-0.03418747E-10-0.13128236E+05 0.05582083E+02                   4
C4                121286C   4               G  0300.00   5000.00  1000.00      1
 0.06500180E+02 0.04228632E-01-0.01790717E-04 0.03404812E-08-0.02403978E-12    2
 0.11434008E+06-0.11488894E+02 0.02343028E+02 0.16429811E-01-0.15279858E-04    3
 0.07343826E-07-0.15822743E-11 0.11545384E+06 0.09826204E+02                   4
C4H               121686C   4H   1          G  0300.00   5000.00  1000.00      1
 0.06242882E+02 0.06193682E-01-0.02085931E-04 0.03082203E-08-0.16364826E-13    2
 0.07568019E+06-0.07210806E+02 0.05023247E+02 0.07092375E-01-0.06073762E-07    3
-0.02275752E-07 0.08086994E-11 0.07623812E+06-0.06942594E+00                   4
C4H10              62090C   4H  10          G  0300.00   4000.00  1500.00      1
 0.01998784E+03 0.10372807E-01-0.09610818E-05-0.04623017E-08 0.08202828E-12    2
-0.02625571E+06-0.08837907E+03-0.02256618E+02 0.05881732E+00-0.04525782E-03    3
 0.02037115E-06-0.04079458E-10-0.01760233E+06 0.03329595E+03                   4
C4H2              121686C   4H   2          G  0300.00   5000.00  1000.00      1
 0.09031407E+02 0.06047252E-01-0.01948788E-04 0.02754863E-08-0.13856080E-13    2
 0.05294735E+06-0.02385067E+03 0.04005191E+02 0.01981000E+00-0.09865877E-04    3
-0.06635158E-07 0.06077413E-10 0.05424065E+06 0.01845736E+02                   4
C4H6              120186C   4H   6          G  0300.00   5000.00  1000.00      1
 0.08046583E+02 0.16485251E-01-0.05522227E-04 0.08123593E-08-0.04295078E-12    2
 0.13701305E+05-0.01800457E+03 0.03197108E+02 0.02025591E+00 0.06510192E-04    3
-0.16584423E-07 0.06400282E-10 0.15715203E+05 0.09895660E+02                   4
C4H8              120386C   4H   8          G  0300.00   5000.00  1000.00      1
 0.02053584E+02 0.03435050E+00-0.15883196E-04 0.03308966E-07-0.02536104E-11    2
-0.02139723E+05 0.15543201E+02 0.11811380E+01 0.03085338E+00 0.05086524E-04    3
-0.02465488E-06 0.11110192E-10-0.01790400E+05 0.02106247E+03                   4
C5                121286C   5               G  0300.00   5000.00  1000.00      1
 0.08078081E+02 0.05743464E-01-0.02436405E-04 0.04638916E-08-0.03278909E-12    2
 0.11470216E+06-0.01953023E+03 0.02115273E+02 0.02326331E+00-0.02109499E-03    3
 0.09072734E-07-0.15400926E-11 0.11627381E+06 0.10976027E+02                   4
C5H                20387C   5H   1          G  0300.00   5000.00  1000.00      1
 0.08695749E+02 0.06054301E-01-0.02016010E-04 0.02892892E-08-0.14700996E-13    2
 0.09031069E+06-0.02101594E+03 0.16348248E+01 0.02509538E+00-0.12066364E-04    3
-0.10465110E-07 0.08809988E-10 0.09212488E+06 0.15121937E+02                   4
C5H12              20387C   5H  12          G  0300.00   4000.00  1000.00      1
 0.16677979E+02 0.02114483E+00-0.03533321E-04-0.05742202E-08 0.15159483E-12    2
-0.02553670E+06-0.06372940E+03 0.01877907E+02 0.04121645E+00 0.12532337E-04    3
-0.03701536E-06 0.15255685E-10-0.02003815E+06 0.01877256E+03                   4
C5H2               20587C   5H   2          G  0300.00   5000.00  1000.00      1
 0.11329175E+02 0.07424056E-01-0.02628188E-04 0.04082541E-08-0.02301332E-12    2
 0.07878706E+06-0.03617117E+03 0.03062321E+02 0.02709998E+00-0.10091697E-04    3
-0.12727451E-07 0.09167219E-10 0.08114969E+06 0.07071078E+02                   4
C5H3               20387C   5H   3          G  0300.00   5000.00  1000.00      1
 0.10787622E+02 0.09539619E-01-0.03206744E-04 0.04733323E-08-0.02512135E-12    2
 0.06392904E+06-0.03005444E+03 0.04328720E+02 0.02352480E+00-0.05856723E-04    3
-0.12154494E-07 0.07726478E-10 0.06588531E+06 0.04173258E+02                   4
C5H6               20387C   5H   6          G  0300.00   5000.00  1000.00      1
 0.09689815E+02 0.01838262E+00-0.06264884E-04 0.09393377E-08-0.05087708E-12    2
 0.11021242E+05-0.03122908E+03-0.03196739E+02 0.04081361E+00 0.06816505E-05    3
-0.03137459E-06 0.15772230E-10 0.15290676E+05 0.03869938E+03                   4
C6H               121686C   6H   1          G  0300.00   5000.00  1000.00      1
 0.11587352E+02 0.07295362E-01-0.02466008E-04 0.03407045E-08-0.14981855E-13    2
 0.10314481E+06-0.03172578E+03 0.04769848E+02 0.02457279E+00-0.07561252E-04    3
-0.14806908E-07 0.09768053E-10 0.10485231E+06 0.03241530E+02                   4
C6H10              20387C   6H  10          G  0300.00   5000.00  1000.00      1
 0.15927771E+02 0.02374412E+00-0.06908672E-04 0.08109777E-08-0.02683122E-12    2
-0.08642656E+05-0.06525186E+03-0.13942280E+01 0.04720693E+00 0.11960419E-04    3
-0.04162895E-06 0.01740335E-09-0.02217790E+05 0.03129603E+03                   4
C6H14              20387C   6H  14          G  0300.00   4000.00  1000.00      1
 0.02280471E+03 0.02097989E+00-0.03530674E-04-0.05466245E-08 0.14789499E-12    2
-0.03073756E+06-0.09583162E+03 0.01836174E+02 0.05098461E+00 0.12595857E-04    3
-0.04428362E-06 0.01872237E-09-0.02292749E+06 0.02088145E+03                   4
C6H2              121686C   6H   2          G  0300.00   5000.00  1000.00      1
 0.12756519E+02 0.08034381E-01-0.02618215E-04 0.03725060E-08-0.01878850E-12    2
 0.08075469E+06-0.04041262E+03 0.05751085E+02 0.02636719E+00-0.11667596E-04    3
-0.10714498E-07 0.08790297E-10 0.08262012E+06-0.04335532E+02                   4
C6H3               20387C   6H   3          G  0300.00   5000.00  1000.00      1
 0.12761181E+02 0.10385573E-01-0.03479192E-04 0.05109733E-08-0.02690965E-12    2
 0.07477706E+06-0.03891745E+03 0.05007089E+02 0.02692851E+00-0.05919865E-04    3
-0.15272335E-07 0.09408310E-10 0.07713200E+06 0.02225621E+02                   4
C6H4               20387C   6H   4          G  0300.00   5000.00  1000.00      1
 0.10062741E+02 0.01690304E+00-0.06473045E-04 0.11240806E-08-0.07307566E-12    2
 0.05645373E+06-0.02969310E+03-0.13004846E+01 0.03866476E+00-0.03643944E-04    3
-0.02668580E-06 0.14509357E-10 0.06002907E+06 0.03124939E+03                   4
C6H5               82489C   6H   5          G  0300.00   4000.00  1000.00      1
 0.15775887E+02 0.09651109E-01-0.09429416E-05-0.05469111E-08 0.10265216E-12    2
 0.03302698E+06-0.06176280E+03 0.11435567E+00 0.03627324E+00 0.11582856E-05    3
